file,name,tokens,mapped_tokens,events,sequence,unknown_tokens
FS-Jump3D__json__Skater_B__Flip__Flip_6_event_sequence.json,FS-Jump3D__json__Skater_B__Flip__Flip_6,INSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick no"", ""land diff""]",e4 e2 e6 e8,"[""e4"", ""e2"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_B__Flip__Flip_7_event_sequence.json,FS-Jump3D__json__Skater_B__Flip__Flip_7,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e4 e2 e5 e8,"[""e4"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_B__Flip__Flip_8_event_sequence.json,FS-Jump3D__json__Skater_B__Flip__Flip_8,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e4 e2 e5 e8,"[""e4"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_B__Flip__Flip_9_event_sequence.json,FS-Jump3D__json__Skater_B__Flip__Flip_9,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e4 e2 e5 e8,"[""e4"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_B__Loop__Loop_1_event_sequence.json,FS-Jump3D__json__Skater_B__Loop__Loop_1,INSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_SAME,"[""edge inside"", ""backward jump"", ""toe_pick no"", ""land same""]",e4 e2 e6 e7,"[""e4"", ""e2"", ""e6"", ""e7""]",
FS-Jump3D__json__Skater_B__Loop__Loop_10_event_sequence.json,FS-Jump3D__json__Skater_B__Loop__Loop_10,INSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_SAME,"[""edge inside"", ""backward jump"", ""toe_pick no"", ""land same""]",e4 e2 e6 e7,"[""e4"", ""e2"", ""e6"", ""e7""]",
FS-Jump3D__json__Skater_B__Loop__Loop_2_event_sequence.json,FS-Jump3D__json__Skater_B__Loop__Loop_2,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land same""]",e3 e2 e6 e7,"[""e3"", ""e2"", ""e6"", ""e7""]",
FS-Jump3D__json__Skater_B__Loop__Loop_3_event_sequence.json,FS-Jump3D__json__Skater_B__Loop__Loop_3,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land same""]",e3 e2 e6 e7,"[""e3"", ""e2"", ""e6"", ""e7""]",
FS-Jump3D__json__Skater_B__Loop__Loop_4_event_sequence.json,FS-Jump3D__json__Skater_B__Loop__Loop_4,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land same""]",e3 e2 e6 e7,"[""e3"", ""e2"", ""e6"", ""e7""]",
FS-Jump3D__json__Skater_B__Loop__Loop_5_event_sequence.json,FS-Jump3D__json__Skater_B__Loop__Loop_5,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land same""]",e3 e2 e6 e7,"[""e3"", ""e2"", ""e6"", ""e7""]",
FS-Jump3D__json__Skater_B__Loop__Loop_6_event_sequence.json,FS-Jump3D__json__Skater_B__Loop__Loop_6,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land same""]",e3 e2 e5 e7,"[""e3"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_B__Loop__Loop_7_event_sequence.json,FS-Jump3D__json__Skater_B__Loop__Loop_7,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land same""]",e3 e2 e6 e7,"[""e3"", ""e2"", ""e6"", ""e7""]",
FS-Jump3D__json__Skater_B__Loop__Loop_8_event_sequence.json,FS-Jump3D__json__Skater_B__Loop__Loop_8,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land same""]",e3 e2 e6 e7,"[""e3"", ""e2"", ""e6"", ""e7""]",
FS-Jump3D__json__Skater_B__Loop__Loop_9_event_sequence.json,FS-Jump3D__json__Skater_B__Loop__Loop_9,INSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_SAME,"[""edge inside"", ""backward jump"", ""toe_pick no"", ""land same""]",e4 e2 e6 e7,"[""e4"", ""e2"", ""e6"", ""e7""]",
FS-Jump3D__json__Skater_B__Lutz__Lutz_1_event_sequence.json,FS-Jump3D__json__Skater_B__Lutz__Lutz_1,INSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick no"", ""land diff""]",e4 e2 e6 e8,"[""e4"", ""e2"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_B__Lutz__Lutz_10_event_sequence.json,FS-Jump3D__json__Skater_B__Lutz__Lutz_10,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e3 e2 e5 e8,"[""e3"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_B__Lutz__Lutz_2_event_sequence.json,FS-Jump3D__json__Skater_B__Lutz__Lutz_2,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e3 e2 e5 e8,"[""e3"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_B__Lutz__Lutz_3_event_sequence.json,FS-Jump3D__json__Skater_B__Lutz__Lutz_3,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e3 e2 e5 e8,"[""e3"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_B__Lutz__Lutz_4_event_sequence.json,FS-Jump3D__json__Skater_B__Lutz__Lutz_4,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e3 e2 e5 e8,"[""e3"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_B__Lutz__Lutz_5_event_sequence.json,FS-Jump3D__json__Skater_B__Lutz__Lutz_5,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e3 e2 e5 e8,"[""e3"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_B__Lutz__Lutz_6_event_sequence.json,FS-Jump3D__json__Skater_B__Lutz__Lutz_6,OUTSIDE_EDGE FORWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""forward jump"", ""toe_pick yes"", ""land diff""]",e3 e1 e5 e8,"[""e3"", ""e1"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_B__Lutz__Lutz_7_event_sequence.json,FS-Jump3D__json__Skater_B__Lutz__Lutz_7,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e3 e2 e5 e8,"[""e3"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_B__Lutz__Lutz_8_event_sequence.json,FS-Jump3D__json__Skater_B__Lutz__Lutz_8,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e3 e2 e5 e8,"[""e3"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_B__Lutz__Lutz_9_event_sequence.json,FS-Jump3D__json__Skater_B__Lutz__Lutz_9,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e3 e2 e5 e8,"[""e3"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_B__Salchow__Salchow_1_event_sequence.json,FS-Jump3D__json__Skater_B__Salchow__Salchow_1,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land diff""]",e3 e2 e6 e8,"[""e3"", ""e2"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_B__Salchow__Salchow_10_event_sequence.json,FS-Jump3D__json__Skater_B__Salchow__Salchow_10,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land diff""]",e3 e2 e6 e8,"[""e3"", ""e2"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_B__Salchow__Salchow_2_event_sequence.json,FS-Jump3D__json__Skater_B__Salchow__Salchow_2,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land diff""]",e3 e2 e6 e8,"[""e3"", ""e2"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_B__Salchow__Salchow_3_event_sequence.json,FS-Jump3D__json__Skater_B__Salchow__Salchow_3,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land diff""]",e3 e2 e6 e8,"[""e3"", ""e2"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_B__Salchow__Salchow_4_event_sequence.json,FS-Jump3D__json__Skater_B__Salchow__Salchow_4,INSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick no"", ""land diff""]",e4 e2 e6 e8,"[""e4"", ""e2"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_B__Salchow__Salchow_5_event_sequence.json,FS-Jump3D__json__Skater_B__Salchow__Salchow_5,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land diff""]",e3 e2 e6 e8,"[""e3"", ""e2"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_B__Salchow__Salchow_6_event_sequence.json,FS-Jump3D__json__Skater_B__Salchow__Salchow_6,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land diff""]",e3 e2 e6 e8,"[""e3"", ""e2"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_B__Salchow__Salchow_7_event_sequence.json,FS-Jump3D__json__Skater_B__Salchow__Salchow_7,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land diff""]",e3 e2 e6 e8,"[""e3"", ""e2"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_B__Salchow__Salchow_8_event_sequence.json,FS-Jump3D__json__Skater_B__Salchow__Salchow_8,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land diff""]",e3 e2 e6 e8,"[""e3"", ""e2"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_B__Salchow__Salchow_9_event_sequence.json,FS-Jump3D__json__Skater_B__Salchow__Salchow_9,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land diff""]",e3 e2 e6 e8,"[""e3"", ""e2"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_B__Toeloop__Toeloop_1_event_sequence.json,FS-Jump3D__json__Skater_B__Toeloop__Toeloop_1,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land same""]",e3 e2 e5 e7,"[""e3"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_B__Toeloop__Toeloop_10_event_sequence.json,FS-Jump3D__json__Skater_B__Toeloop__Toeloop_10,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land same""]",e3 e2 e5 e7,"[""e3"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_B__Toeloop__Toeloop_2_event_sequence.json,FS-Jump3D__json__Skater_B__Toeloop__Toeloop_2,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land same""]",e3 e2 e5 e7,"[""e3"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_B__Toeloop__Toeloop_3_event_sequence.json,FS-Jump3D__json__Skater_B__Toeloop__Toeloop_3,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land same""]",e3 e2 e5 e7,"[""e3"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_B__Toeloop__Toeloop_4_event_sequence.json,FS-Jump3D__json__Skater_B__Toeloop__Toeloop_4,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land same""]",e3 e2 e5 e7,"[""e3"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_B__Toeloop__Toeloop_5_event_sequence.json,FS-Jump3D__json__Skater_B__Toeloop__Toeloop_5,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land same""]",e3 e2 e5 e7,"[""e3"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_B__Toeloop__Toeloop_6_event_sequence.json,FS-Jump3D__json__Skater_B__Toeloop__Toeloop_6,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land same""]",e3 e2 e5 e7,"[""e3"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_B__Toeloop__Toeloop_7_event_sequence.json,FS-Jump3D__json__Skater_B__Toeloop__Toeloop_7,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land same""]",e3 e2 e5 e7,"[""e3"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_B__Toeloop__Toeloop_8_event_sequence.json,FS-Jump3D__json__Skater_B__Toeloop__Toeloop_8,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e3 e2 e5 e8,"[""e3"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_B__Toeloop__Toeloop_9_event_sequence.json,FS-Jump3D__json__Skater_B__Toeloop__Toeloop_9,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land same""]",e3 e2 e5 e7,"[""e3"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_C__Axel__Axel_1_event_sequence.json,FS-Jump3D__json__Skater_C__Axel__Axel_1,FORWARD_TAKEOFF INSIDE_EDGE NO_TOE_PICK LAND_DIFF,"[""forward jump"", ""edge inside"", ""toe_pick no"", ""land diff""]",e1 e4 e6 e8,"[""e1"", ""e4"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_C__Axel__Axel_10_event_sequence.json,FS-Jump3D__json__Skater_C__Axel__Axel_10,INSIDE_EDGE FORWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""edge inside"", ""forward jump"", ""toe_pick no"", ""land diff""]",e4 e1 e6 e8,"[""e4"", ""e1"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_C__Axel__Axel_2_event_sequence.json,FS-Jump3D__json__Skater_C__Axel__Axel_2,INSIDE_EDGE FORWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""edge inside"", ""forward jump"", ""toe_pick no"", ""land diff""]",e4 e1 e6 e8,"[""e4"", ""e1"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_C__Axel__Axel_3_event_sequence.json,FS-Jump3D__json__Skater_C__Axel__Axel_3,INSIDE_EDGE FORWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""edge inside"", ""forward jump"", ""toe_pick no"", ""land diff""]",e4 e1 e6 e8,"[""e4"", ""e1"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_C__Axel__Axel_4_event_sequence.json,FS-Jump3D__json__Skater_C__Axel__Axel_4,INSIDE_EDGE FORWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""edge inside"", ""forward jump"", ""toe_pick no"", ""land diff""]",e4 e1 e6 e8,"[""e4"", ""e1"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_C__Axel__Axel_5_event_sequence.json,FS-Jump3D__json__Skater_C__Axel__Axel_5,INSIDE_EDGE FORWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""edge inside"", ""forward jump"", ""toe_pick no"", ""land diff""]",e4 e1 e6 e8,"[""e4"", ""e1"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_C__Axel__Axel_6_event_sequence.json,FS-Jump3D__json__Skater_C__Axel__Axel_6,INSIDE_EDGE FORWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""edge inside"", ""forward jump"", ""toe_pick no"", ""land diff""]",e4 e1 e6 e8,"[""e4"", ""e1"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_C__Axel__Axel_7_event_sequence.json,FS-Jump3D__json__Skater_C__Axel__Axel_7,INSIDE_EDGE FORWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""edge inside"", ""forward jump"", ""toe_pick no"", ""land diff""]",e4 e1 e6 e8,"[""e4"", ""e1"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_C__Axel__Axel_8_event_sequence.json,FS-Jump3D__json__Skater_C__Axel__Axel_8,INSIDE_EDGE FORWARD_TAKEOFF NO_TOE_PICK LAND_DIFF,"[""edge inside"", ""forward jump"", ""toe_pick no"", ""land diff""]",e4 e1 e6 e8,"[""e4"", ""e1"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_C__Axel__Axel_9_event_sequence.json,FS-Jump3D__json__Skater_C__Axel__Axel_9,FORWARD_TAKEOFF INSIDE_EDGE NO_TOE_PICK LAND_DIFF,"[""forward jump"", ""edge inside"", ""toe_pick no"", ""land diff""]",e1 e4 e6 e8,"[""e1"", ""e4"", ""e6"", ""e8""]",
FS-Jump3D__json__Skater_C__Flip__Flip_1_event_sequence.json,FS-Jump3D__json__Skater_C__Flip__Flip_1,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e4 e2 e5 e8,"[""e4"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_C__Flip__Flip_10_event_sequence.json,FS-Jump3D__json__Skater_C__Flip__Flip_10,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e4 e2 e5 e8,"[""e4"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_C__Flip__Flip_2_event_sequence.json,FS-Jump3D__json__Skater_C__Flip__Flip_2,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e4 e2 e5 e8,"[""e4"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_C__Flip__Flip_3_event_sequence.json,FS-Jump3D__json__Skater_C__Flip__Flip_3,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e4 e2 e5 e8,"[""e4"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_C__Flip__Flip_4_event_sequence.json,FS-Jump3D__json__Skater_C__Flip__Flip_4,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e4 e2 e5 e8,"[""e4"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_C__Flip__Flip_5_event_sequence.json,FS-Jump3D__json__Skater_C__Flip__Flip_5,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e4 e2 e5 e8,"[""e4"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_C__Flip__Flip_6_event_sequence.json,FS-Jump3D__json__Skater_C__Flip__Flip_6,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e4 e2 e5 e8,"[""e4"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_C__Flip__Flip_7_event_sequence.json,FS-Jump3D__json__Skater_C__Flip__Flip_7,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e4 e2 e5 e8,"[""e4"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_C__Flip__Flip_8_event_sequence.json,FS-Jump3D__json__Skater_C__Flip__Flip_8,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e4 e2 e5 e8,"[""e4"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_C__Flip__Flip_9_event_sequence.json,FS-Jump3D__json__Skater_C__Flip__Flip_9,INSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""edge inside"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e4 e2 e5 e8,"[""e4"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_C__Loop__Loop_1_event_sequence.json,FS-Jump3D__json__Skater_C__Loop__Loop_1,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land same""]",e3 e2 e6 e7,"[""e3"", ""e2"", ""e6"", ""e7""]",
FS-Jump3D__json__Skater_C__Loop__Loop_10_event_sequence.json,FS-Jump3D__json__Skater_C__Loop__Loop_10,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land same""]",e3 e2 e6 e7,"[""e3"", ""e2"", ""e6"", ""e7""]",
FS-Jump3D__json__Skater_C__Loop__Loop_2_event_sequence.json,FS-Jump3D__json__Skater_C__Loop__Loop_2,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land same""]",e3 e2 e6 e7,"[""e3"", ""e2"", ""e6"", ""e7""]",
FS-Jump3D__json__Skater_C__Loop__Loop_3_event_sequence.json,FS-Jump3D__json__Skater_C__Loop__Loop_3,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land same""]",e3 e2 e6 e7,"[""e3"", ""e2"", ""e6"", ""e7""]",
FS-Jump3D__json__Skater_C__Loop__Loop_4_event_sequence.json,FS-Jump3D__json__Skater_C__Loop__Loop_4,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land same""]",e3 e2 e6 e7,"[""e3"", ""e2"", ""e6"", ""e7""]",
FS-Jump3D__json__Skater_C__Loop__Loop_5_event_sequence.json,FS-Jump3D__json__Skater_C__Loop__Loop_5,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land same""]",e3 e2 e6 e7,"[""e3"", ""e2"", ""e6"", ""e7""]",
FS-Jump3D__json__Skater_C__Loop__Loop_6_event_sequence.json,FS-Jump3D__json__Skater_C__Loop__Loop_6,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land same""]",e3 e2 e5 e7,"[""e3"", ""e2"", ""e5"", ""e7""]",
FS-Jump3D__json__Skater_C__Loop__Loop_7_event_sequence.json,FS-Jump3D__json__Skater_C__Loop__Loop_7,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land same""]",e3 e2 e6 e7,"[""e3"", ""e2"", ""e6"", ""e7""]",
FS-Jump3D__json__Skater_C__Loop__Loop_8_event_sequence.json,FS-Jump3D__json__Skater_C__Loop__Loop_8,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e3 e2 e5 e8,"[""e3"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_C__Loop__Loop_9_event_sequence.json,FS-Jump3D__json__Skater_C__Loop__Loop_9,OUTSIDE_EDGE BACKWARD_TAKEOFF NO_TOE_PICK LAND_SAME,"[""takeoff edge out"", ""backward jump"", ""toe_pick no"", ""land same""]",e3 e2 e6 e7,"[""e3"", ""e2"", ""e6"", ""e7""]",
FS-Jump3D__json__Skater_C__Lutz__Lutz_1_event_sequence.json,FS-Jump3D__json__Skater_C__Lutz__Lutz_1,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e3 e2 e5 e8,"[""e3"", ""e2"", ""e5"", ""e8""]",
FS-Jump3D__json__Skater_C__Lutz__Lutz_10_event_sequence.json,FS-Jump3D__json__Skater_C__Lutz__Lutz_10,OUTSIDE_EDGE BACKWARD_TAKEOFF TOE_PICK LAND_DIFF,"[""takeoff edge out"", ""backward jump"", ""toe_pick yes"", ""land diff""]",e3 e2 e5 e8,"[""e3"", ""e2"", ""e5"", ""e8""]",
